Work Order,Activity Code,Name,Scion,Rootstock,Bin Number,Piece Row Position,Internal ID,Tray Type,Scion Material Type,Budwood Source,Rootstock Material Type,Rootstock Source,Label Color,Quantity,Crop,Scion Patent,Rootstock Patent,Lot Number,Labels Needed,Scion Label Color,Rootstock Label Color,Last Updated,SCRIPT_VERSION
WO4135,Budding - Field Tree,Cherry | Royal Hazel (USPP #19920) | Mahaleb | Field Tree |,Royal Hazel (USPP #19920),Mahaleb,Block #29 - Row #27,,27595,Field Tree,Dormant Budwood,Block #18,Seed,Foundation Plant Services,Pink,3003,Cherry,,,Dormant Budwood | Block #18 | Seed | Foundation Plant Services | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4135,Budding - Field Tree,Cherry | Royal Hazel (USPP #19920) | Mahaleb | Field Tree |,Royal Hazel (USPP #19920),Mahaleb,Block #29 - Row #26,,27595,Field Tree,Dormant Budwood,Block #18,Seed,Foundation Plant Services,Pink,3003,Cherry,,,Dormant Budwood | Block #18 | Seed | Foundation Plant Services | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO90,Initiation - 20mm,Olive | SG Arbequina | | 20mm 144 |,SG Arbequina,,Acclimation #06,,26804,20mm 144,,,TC,SG Micropropagation,Yellow,3024,Olive,,,| | TC | SG Micropropagation,21,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO90,Initiation - 20mm,Olive | SG Arbequina | | 20mm 144 |,SG Arbequina,,Acclimation #05,,26804,20mm 144,,,TC,SG Micropropagation,Yellow,3024,Olive,,,| | TC | SG Micropropagation,21,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO172,Potting Up - 40mm,Cherry Rootstock | | Maxma® 14 | 40mm 50 |,,Maxma® 14,Greenhouse #02,,23578,40mm 50,,,TC,SG Micropropagation,,3024,Cherry Rootstock,,,| | TC | SG Micropropagation,60.48,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO856,Potting Up - 40mm,Fruit and Nut Rootstock | | MP-29 | 40mm 50 |,,MP-29,Greenhouse #02,,23598,40mm 50,,,TC,SG Micropropagation,,3024,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,60.48,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO188,Pre-Ship Sorting - 100mm,Almond | Nonpareil | Bright's Hybrid® 5 | 100mm 8 | Pre-ship,Nonpareil,Bright's Hybrid® 5,- None -,,14810,100mm 8,,,,,Apple Green,3047,Almond,,USPP# 18782,2026,380.88,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1712,Propagation Material Processing - Bud,Pistachio | Peters | | |,Peters,,Cold Storage,,26468,- None -,Dormant Budwood,Bagga Ranch,,,Lilac,3050,Pistachio,,,Dormant Budwood | Bagga Ranch | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2845,Sorting - 40mm,Fruit and Nut Rootstock | | Magnus™ | 40mm 34 |,,Magnus™,Greenhouse #02,,23563,40mm 34,,,TC,SG Micropropagation,,3060,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,90,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1848,Sorting - 40mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 40mm 34 |,,Bright's Hybrid® 5,Greenhouse #02,,23189,40mm 34,,,TC,SG Micropropagation,,3060,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,90,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO404,Sorting - 40mm,Fruit and Nut Rootstock | | Bright's Hybrid® 5 | 40mm 34 |,,Bright's Hybrid® 5,Greenhouse #02,,23189,40mm 34,,,TC,SG Micropropagation,,3150,Fruit and Nut Rootstock,,USPP# 18782,| | TC | SG Micropropagation,92.65,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO767,Potting Up - 100mm,Fruit and Nut Rootstock | | Hansen 536 | 100mm 8 |,,Hansen 536,High Tunnels #06-B,,23476,100mm 8,,,TC,SG Micropropagation,,3156,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,394.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO767,Potting Up - 100mm,Fruit and Nut Rootstock | | Hansen 536 | 100mm 8 |,,Hansen 536,High Tunnels #06-A,,23476,100mm 8,,,TC,SG Micropropagation,,3156,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,394.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO202,Potting Up - 40mm,Fruit and Nut Rootstock | | SG1® Titan | 40mm 50 |,,SG1® Titan,Greenhouse #02,,23799,40mm 50,,,TC,SG Micropropagation,,3168,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,63.36,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4043,Initiation - 20mm,Fruit and Nut Rootstock | | SG1® Titan | 20mm 144 |,,SG1® Titan,- None -,,23797,20mm 144,,,TC,SG Micropropagation,,3168,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,22,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5119,Pre-Ship Sorting - 100mm,Almond | Earlybird® | SG1® Titan | 100mm 8 | Pre-Ship,Earlybird®,SG1® Titan,Shadehouse #03-E,,14277,100mm 8,,,,,Pink,3172,Almond,,,2026,396.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1093,Grafting,Pear | Concorde | OHxF-87 | 40mm 50 |,Concorde,OHxF-87,FourBays #01,,31811,40mm 50,Bench Graft,Block #19,TC,SG Micropropagation,Lilac,3200,Pear,,,Bench Graft | Block #19 | TC | SG Micropropagation,64,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2405,Sorting - 40mm,Pear | Concorde | OHxF-87 | 40mm 50 |,Concorde,OHxF-87,FourBays #01,,31811,40mm 50,Bench Graft,Block #19,TC,SG Micropropagation,Lilac,3200,Pear,,,Bench Graft | Block #19 | TC | SG Micropropagation,64,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4332,Sorting - 80mm,Tea | Nipama cv. | | 80mm 15 |,Nipama cv.,,- None -,,26261,80mm 15,,,Softwood Cutting,Nipama Nursery,Orange,3225,Tea,,,| | Softwood Cutting | Nipama Nursery,215,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4899,Sorting - 40mm,Kiwi | | RSCH Rootstock | 40mm 34 |,,RSCH Rootstock,Greenhouse #02,,36735,40mm 34,,,,,,3230,Kiwi,,,| Bounty 71,95,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO895,Sorting - 35mm,Olive | Todolivo I-15 | | 35mm 72 |,Todolivo I-15,,Acclimation #40,,28787,35mm 72,,,Softwood Cutting,Block #23,Fuchsia,3240,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3766,Initiation - 35mm,Walnut Rootstock | | Clonal RX1 | 35mm 72 |,,Clonal RX1,Acc Grow Room,,23233,35mm 72,,,TC,SG Micropropagation,,3240,Walnut Rootstock,,USPP# 20649,| | TC | SG Micropropagation,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4112,Budding - 100mm,Almond | Sonora | SG1® Titan | 100mm 8 |,Sonora,SG1® Titan,High Tunnel #06,,26940,100mm 8,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Mint,3250,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,406.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2403,Initiation - 100mm,Apple | Lady in Red® | Bud 118 | 100mm 8 |,Lady in Red®,Bud 118,Shadehouse #04-W,,26047,100mm 8,Bench Graft,Block #17,Liner,Treco,Red,3250,Apple,,,Bench Graft | Block #17 | Liner | Treco,406.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1898,Grafting,Apple | Lady in Red® | Bud 118 | |,Lady in Red®,Bud 118,Cold Storage,,26046,- None -,Bench Graft,Block #17,Liner,Treco,Red,3250,Apple,,,Bench Graft | Block #17 | Liner | Treco,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2399,Initiation - 100mm,Apple | Gala | Bud 118 | 100mm 8 |,Gala,Bud 118,Shadehouse #04-W,,25711,100mm 8,Bench Graft,Block #19,Liner,Treco,Orange,3250,Apple,,,Bench Graft | Block #19 | Liner | Treco,406.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1896,Grafting,Apple | Fuji | Bud 118 | |,Fuji,Bud 118,Cold Storage,,25699,- None -,Bench Graft,SGN Nursery,Liner,Treco,Blue,3250,Apple,,,Bench Graft | SGN Nursery | Liner | Treco,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1897,Grafting,Apple | Gala | Bud 118 | |,Gala,Bud 118,Cold Storage,,25710,- None -,Bench Graft,Block #19,Liner,Treco,Orange,3250,Apple,,,Bench Graft | Block #19 | Liner | Treco,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4779,Budding - 100mm,Nectarine | Fantasia | Krymsk® 86 | 100mm 8 |,Fantasia,Krymsk® 86,Shadehouse #04-W,,25462,100mm 8,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Fuchsia,3250,Nectarine,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,406.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4775,Budding - 100mm,Peach (Freestone) | Galaxy | Krymsk® 86 | 100mm 8 |,Galaxy,Krymsk® 86,Shadehouse #04-W,,25728,100mm 8,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Apple Green,3250,Peach (Freestone),,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,406.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4777,Budding - 100mm,Peach (Freestone) | Redhaven | Krymsk® 86 | 100mm 8 |,Redhaven,Krymsk® 86,Shadehouse #04-W,,26622,100mm 8,Dormant Budwood,Block #28,Hardwood Cutting,Prune South,Red,3250,Peach (Freestone),,,Dormant Budwood | Block #28 | Hardwood Cutting | Prune South,406.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4778,Budding - 100mm,Nectarine | Snow Queen | Krymsk® 86 | 100mm 8 |,Snow Queen,Krymsk® 86,Shadehouse #04-W,,26916,100mm 8,Dormant Budwood,Block #28,Hardwood Cutting,Prune South,Grey,3250,Nectarine,,,Dormant Budwood | Block #28 | Hardwood Cutting | Prune South,406.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO189,Pre-Ship Sorting - 100mm,Almond | Monterey | Bright's Hybrid® 5 | 100mm 8 | Pre-ship,Monterey,Bright's Hybrid® 5,- None -,,14781,100mm 8,,,,,Pink,3260,Almond,,USPP# 18782,2026,407.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2013,Potting Up - 40mm,Citrus Rootstock | | RSCH Rootstock | 40mm 50 |,,RSCH Rootstock,Greenhouse #02,,36047,40mm 50,,,TC,SG Micropropagation,,3300,Citrus Rootstock,,,| US-942,66,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1278,Pre-Ship Sorting - 100mm,Peach (Cling) | Kader | Krymsk® 86 | 100mm 8 | Pre-ship,Kader,Krymsk® 86,High Tunnels #06-D,,14642,100mm 8,Green Budwood,Prune North,Hardwood Cutting,Prune South,Blue,3312,Peach (Cling),USPP# 26871,,2026,414,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4935,Potting Up - 100mm,Prune | French Prune | Krymsk® 86 | 100mm 8 |,French Prune,Krymsk® 86,Shadehouse #04-W,,25646,100mm 8,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Blue,3350,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,418.75,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5076,Field Planting - 80mm,Apple | Lady in Red® | Geneva® 214 | Field Tree |,Lady in Red®,Geneva® 214,Block #29 - Row #91,,27536,Field Tree,Bench Graft,Block #17,Liner,Treco,Tan,3400,Apple,,USPP# 23516,Bench Graft | Block #17 | Liner | Treco | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5076,Field Planting - 80mm,Apple | Lady in Red® | Geneva® 214 | Field Tree |,Lady in Red®,Geneva® 214,Block #29 - Row #89,,27536,Field Tree,Bench Graft,Block #17,Liner,Treco,Tan,3400,Apple,,USPP# 23516,Bench Graft | Block #17 | Liner | Treco | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5076,Field Planting - 80mm,Apple | Lady in Red® | Geneva® 214 | Field Tree |,Lady in Red®,Geneva® 214,Block #29 - Row #90,,27536,Field Tree,Bench Graft,Block #17,Liner,Treco,Tan,3400,Apple,,USPP# 23516,Bench Graft | Block #17 | Liner | Treco | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO406,Sorting - 40mm,Fruit and Nut Rootstock | | Viking | 40mm 34 |,,Viking,Greenhouse #02,,23846,40mm 34,,,TC,SG Micropropagation,,3450,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,101.47,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3652,Budding - Field Tree,Cherry | Rainier | Mahaleb | Field Tree |,Rainier,Mahaleb,Block #29 - Row #47,,27577,Field Tree,Dormant Budwood,Prune North,Seed,Foundation Plant Services,Hot Pink,3450,Cherry,,,Dormant Budwood | Prune North | Seed | Foundation Plant Services | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3652,Budding - Field Tree,Cherry | Rainier | Mahaleb | Field Tree |,Rainier,Mahaleb,Block #29 - Row #48,,27577,Field Tree,Dormant Budwood,Prune North,Seed,Foundation Plant Services,Hot Pink,3450,Cherry,,,Dormant Budwood | Prune North | Seed | Foundation Plant Services | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2386,Potting Up - 100mm,Plum | Mariposa | M-40 | 100mm 8 |,Mariposa,M-40,Shadehouse #04-W,,26155,100mm 8,Bench Graft,Prune North,Hardwood Cutting,Prune South,Pink,3461,Plum,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,432.63,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO619,Grafting,Apricot | Moorpark | M-40 | |,Moorpark,M-40,Cold Storage,,26219,- None -,Graftstick,Prune North,Hardwood Cutting,Prune South,Yellow,3500,Apricot,,,Graftstick | Prune North | Hardwood Cutting | Prune South,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3761,Budding - 40mm,Pear | Bartlett | OHxF-97 | 40mm 50 |,Bartlett,OHxF-97,FourBays #01,,31125,40mm 50,Dormant Budwood,Block #26,TC,SG Micropropagation,Tan,3500,Pear,,,Dormant Budwood | Block #26 | TC | SG Micropropagation,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO628,Grafting,Plum | Mariposa | M-40 | 40mm 50 |,Mariposa,M-40,FourBays #01,,26157,40mm 50,Bench Graft,Prune North,Hardwood Cutting,Prune South,Pink,3500,Plum,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO623,Grafting,Peach (Freestone) | Galaxy | Krymsk® 86 | |,Galaxy,Krymsk® 86,Cold Storage,,25727,- None -,Graftstick,Prune North,Hardwood Cutting,Prune South,Apple Green,3500,Peach (Freestone),,,Graftstick | Prune North | Hardwood Cutting | Prune South,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5549,Sorting - 40mm,Pear | Bartlett | OHxF-97 | 40mm 50 |,Bartlett,OHxF-97,FourBays #01,,31125,40mm 50,Dormant Budwood,Block #26,TC,SG Micropropagation,Tan,3500,Pear,,,Dormant Budwood | Block #26 | TC | SG Micropropagation,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2416,Propagation Material Processing - Bud,Apple | Idared | | |,Idared,,Cold Storage,,38384,- None -,Dormant Budwood,Wafler Farms,,,Coral,3500,Apple,,,Dormant Budwood | Wafler Farms | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2465,Budding - 80mm,Cherry | Skeena™ | Gisela® 12 | 80mm 15 |,Skeena™,Gisela® 12,High Tunnels #05-A,,26879,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,3500,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,233.33,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2085,Initiation - 40mm,Peach (Freestone) | Galaxy | Krymsk® 86 | 40mm 50 |,Galaxy,Krymsk® 86,FourBays #01,,25730,40mm 50,Graftstick,Prune North,Hardwood Cutting,Prune South,Apple Green,3500,Peach (Freestone),,,Graftstick | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO551,Propagation Material Processing - Bud,Cherry | Cheery Blush™ | | |,Cheery Blush™,,Cold Storage,,25122,- None -,Dormant Budwood,Prune North,,,Yellow,3500,Cherry,,,Dormant Budwood | Prune North | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2140,Sorting - 40mm,Plum | Mariposa | M-40 | 40mm 50 |,Mariposa,M-40,FourBays #01,,26157,40mm 50,Bench Graft,Prune North,Hardwood Cutting,Prune South,Pink,3500,Plum,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2089,Initiation - 40mm,Peach (Freestone) | Redhaven | Krymsk® 86 | 40mm 50 |,Redhaven,Krymsk® 86,FourBays #01,,26624,40mm 50,Graftstick,Block #28,Hardwood Cutting,Prune South,Red,3500,Peach (Freestone),,,Graftstick | Block #28 | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4347,Sorting - 80mm,Cherry | Santina™ | Gisela® 12 | 80mm 15 |,Santina™,Gisela® 12,High Tunnels #05-A,,26761,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Turquoise,3500,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,233.33,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4348,Sorting - 80mm,Cherry | Skeena™ | Gisela® 12 | 80mm 15 |,Skeena™,Gisela® 12,High Tunnels #05-A,,26879,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,3500,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,233.33,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3862,Sorting - 40mm,Apricot | Moorpark | M-40 | 40mm 50 |,Moorpark,M-40,Acclimation #14,,26222,40mm 50,Graftstick,Prune North,Hardwood Cutting,Prune South,Yellow,3500,Apricot,,,Graftstick | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3867,Sorting - 40mm,Peach (Freestone) | Galaxy | Krymsk® 86 | 40mm 50 |,Galaxy,Krymsk® 86,Acclimation #12,,25730,40mm 50,Graftstick,Prune North,Hardwood Cutting,Prune South,Apple Green,3500,Peach (Freestone),,,Graftstick | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3369,Budding - 40mm,Almond | Butte | Krymsk® 86 | 40mm 50 |,Butte,Krymsk® 86,FourBays #02,,25069,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Green,3500,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2163,Sorting - 40mm,Apple Rootstock | | Geneva® 969 | 40mm 50 |,,Geneva® 969,- None -,,23554,40mm 50,,,TC,SG Micropropagation,,3500,Apple Rootstock,,USPP# 24073,| | TC | SG Micropropagation,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2081,Initiation - 40mm,Apricot | Moorpark | M-40 | 40mm 50 |,Moorpark,M-40,FourBays #01,,26222,40mm 50,Graftstick,Prune North,Hardwood Cutting,Prune South,Yellow,3500,Apricot,,,Graftstick | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO452,Grafting,"Cherry | Chelan™ ""PC 7146-23"" | Krymsk® 5 | |","Chelan™ ""PC 7146-23""",Krymsk® 5,Cold Storage,,25148,- None -,Bench Graft,Prune North,Hardwood Cutting,Prune South,Blue,3500,Cherry,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO617,Grafting,Apricot | Harcot | M-40 | |,Harcot,M-40,Cold Storage,,25869,- None -,Graftstick,Prune North,Hardwood Cutting,Prune South,Mint,3500,Apricot,,,Graftstick | Prune North | Hardwood Cutting | Prune South,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4110,Budding - 100mm,Almond | Winters | SG1® Titan | 100mm 8 |,Winters,SG1® Titan,High Tunnel #06,,27267,100mm 8,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Hot Pink,3500,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,437.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3996,Budding - 100mm,Almond | Chloe 8.2 | SG1® Titan | 100mm 8 |,Chloe 8.2,SG1® Titan,High Tunnel #06,,45181,100mm 8,Dormant Budwood,"Ohalo Genetics, Inc.",TC,SG Micropropagation,Mint,3500,Almond,,,"Dormant Budwood | Ohalo Genetics, Inc. | TC | SG Micropropagation",437.5,Dark Purple,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3997,Budding - 100mm,Almond | Lorraine 1.1 | SG1® Titan | 100mm 8 |,Lorraine 1.1,SG1® Titan,High Tunnel #06,,45189,100mm 8,Dormant Budwood,"Ohalo Genetics, Inc.",TC,SG Micropropagation,Red,3500,Almond,,,"Dormant Budwood | Ohalo Genetics, Inc. | TC | SG Micropropagation",437.5,Apple Green,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3371,Budding - 40mm,Almond | Aldrich | Krymsk® 86 | 40mm 50 |,Aldrich,Krymsk® 86,FourBays #02,,24796,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Purple,3500,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3862,Sorting - 40mm,Apricot | Moorpark | M-40 | 40mm 50 |,Moorpark,M-40,Cold Storage,,26222,40mm 50,Graftstick,Prune North,Hardwood Cutting,Prune South,Yellow,3500,Apricot,,,Graftstick | Prune North | Hardwood Cutting | Prune South,70,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2464,Budding - 80mm,Cherry | Santina™ | Gisela® 12 | 80mm 15 |,Santina™,Gisela® 12,High Tunnels #05-A,,26761,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Turquoise,3500,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,233.33,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
