Work Order,Activity Code,Name,Scion,Rootstock,Bin Number,Piece Row Position,Internal ID,Tray Type,Scion Material Type,Budwood Source,Rootstock Material Type,Rootstock Source,Label Color,Quantity,Crop,Scion Patent,Rootstock Patent,Lot Number,Labels Needed,Scion Label Color,Rootstock Label Color,Last Updated,SCRIPT_VERSION
WO1547,Initiation - 80mm,Cherry | Tulare Cherry | Krymsk® 5 | 80mm 15 |,Tulare Cherry,Krymsk® 5,High Tunnels #05-C,,27191,80mm 15,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Blue,2595,Cherry,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,173,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1547,Initiation - 80mm,Cherry | Tulare Cherry | Krymsk® 5 | 80mm 15 |,Tulare Cherry,Krymsk® 5,High Tunnels #05-B,,27191,80mm 15,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Blue,2595,Cherry,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,173,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3719,Sorting - 40mm,Prune | French Prune | M-40 | 40mm 50 |,French Prune,M-40,Acclimation #14,,25653,40mm 50,Bench Graft,Prune North,Hardwood Cutting,Prune South,Lime,2600,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,52,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2095,Initiation - 40mm,Apricot | Chinese Mormon | M-40 | 40mm 50 |,Chinese Mormon,M-40,FourBays #01,,34919,40mm 50,Bench Graft,Block #23,Hardwood Cutting,Prune South,Blue,2600,Apricot,,,Bench Graft | Block #23 | Hardwood Cutting | Prune South,52,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2922,Potting Up - 80mm,Prune | French Prune | M-40 | 80mm 15 |,French Prune,M-40,- None -,,25654,80mm 15,Bench Graft,Prune North,Hardwood Cutting,Prune South,Lime,2600,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,173.33,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO262,Grafting,Prune | French Prune | M-40 | |,French Prune,M-40,Cold Storage,,25650,- None -,Bench Graft,Prune North,Hardwood Cutting,Prune South,Lime,2600,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2094,Initiation - 40mm,Prune | French Prune | M-40 | 40mm 50 |,French Prune,M-40,FourBays #01,,25653,40mm 50,Bench Graft,Prune North,Hardwood Cutting,Prune South,Lime,2600,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,52,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4768,Grow Count,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #32,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2635,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4768,Grow Count,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #33,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2635,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4768,Grow Count,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #35,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2635,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4768,Grow Count,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #36,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2635,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4768,Grow Count,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #34,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2635,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2328,Walnut Grafting,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #33,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2669,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2328,Walnut Grafting,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #36,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2669,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2328,Walnut Grafting,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #32,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2669,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2328,Walnut Grafting,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #35,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2669,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2328,Walnut Grafting,Walnut | Chandler | Grizzly Clonal Walnut Rootstock™ | Field Tree |,Chandler,Grizzly Clonal Walnut Rootstock™,Block #17 - Row #34,,27416,Field Tree,Graftstick,Prune North,TC,SG Micropropagation,,2669,Walnut,,USPP# 31826,Graftstick | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1081,Potting Up - 80mm,Olive | Todolivo I-15 | | 80mm 15 |,Todolivo I-15,,Greenhouse #02,,27167,80mm 15,,,Softwood Cutting,Block #23,Fuchsia,2674,Olive,,,| | Softwood Cutting | Block #23,178.27,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO428,Pre-Ship Sorting - 100mm,Nectarine | Fantasia | Krymsk® 86 | 100mm 8 | Pre-ship,Fantasia,Krymsk® 86,- None -,,14322,100mm 8,,,,,Fuchsia,2682,Nectarine,,,2026,335.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1044,Grafting,Prune | French Prune | M-40 | 40mm 50 |,French Prune,M-40,FourBays #01,,25653,40mm 50,Bench Graft,Prune North,Hardwood Cutting,Prune South,Lime,2700,Prune,,,Bench Graft | Prune North | Hardwood Cutting | Prune South,54,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4930,Potting Up - 40mm,Pear Rootstock | | OHxF-87 | 40mm 50 |,,OHxF-87,Greenhouse #02,,23664,40mm 50,,,TC,SG Micropropagation,,2736,Pear Rootstock,,,| | TC | SG Micropropagation,54.72,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO292,Initiation - 20mm,Olive | SG Arbosana | | 20mm 144 |,SG Arbosana,,Acclimation #18,,26810,20mm 144,,,TC,SG Micropropagation,Brown,2736,Olive,,,| | TC | SG Micropropagation,19,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO292,Initiation - 20mm,Olive | SG Arbosana | | 20mm 144 |,SG Arbosana,,Acclimation #19,,26810,20mm 144,,,TC,SG Micropropagation,Brown,2736,Olive,,,| | TC | SG Micropropagation,19,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4929,Sorting - 20mm,Pear Rootstock | | OHxF-87 | 20mm 144 |,,OHxF-87,Acclimation #06,,23662,20mm 144,,,TC,SG Micropropagation,,2736,Pear Rootstock,,,| | TC | SG Micropropagation,19,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5006,Pre-Ship Sorting - 80mm,Cherry | Coral Champagne | Colt | 80mm 15 | Pre-ship,Coral Champagne,Colt,High Tunnels #05-A,,14142,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Lime,2737,Cherry,,,2026,182.47,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO163,Pre-Ship Sorting - 100mm,Almond | Aldrich | SG1® Titan | 100mm 8 | Pre-ship,Aldrich,SG1® Titan,Shadehouse #04-E,,13919,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Fuchsia,2740,Almond,,,2026,342.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3877,Budding - 80mm,"Cherry | Blackpearl® ""NY 8139"" | Krymsk® 6 | 80mm 15 |","Blackpearl® ""NY 8139""",Krymsk® 6,High Tunnels #05-D,,31398,80mm 15,Dormant Budwood,Block #16,TC,SG Micropropagation,Fuchsia,2750,Cherry,,,Dormant Budwood | Block #16 | TC | SG Micropropagation,183.33,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4310,Potting Up - 100mm,Fruit and Nut Rootstock | | Hansen 536 | 100mm 8 |,,Hansen 536,Shadehouse #04-W,,23476,100mm 8,,,TC,SG Micropropagation,,2788,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,348.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1837,Sorting - 40mm,Fruit and Nut Rootstock | | Hansen 536 | 40mm 34 |,,Hansen 536,Greenhouse #02,,23478,40mm 34,,,TC,SG Micropropagation,,2788,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,82,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4679,Field Planting - 80mm,Cherry | Coral Champagne | Colt | Field Tree |,Coral Champagne,Colt,Block #30 - Row #184,,27441,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Lime,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4730,Field Planting - 80mm,Cherry | Santina™ | Gisela® 12 | Field Tree |,Santina™,Gisela® 12,Block #29 - Row #169,,27615,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Turquoise,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4731,Field Planting - 80mm,Cherry | Skeena™ | Gisela® 12 | Field Tree |,Skeena™,Gisela® 12,Block #29 - Row #169,,27630,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4731,Field Planting - 80mm,Cherry | Skeena™ | Gisela® 12 | Field Tree |,Skeena™,Gisela® 12,Block #29 - Row #168,,27630,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4730,Field Planting - 80mm,Cherry | Santina™ | Gisela® 12 | Field Tree |,Santina™,Gisela® 12,Block #29 - Row #170,,27615,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Turquoise,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4731,Field Planting - 80mm,Cherry | Skeena™ | Gisela® 12 | Field Tree |,Skeena™,Gisela® 12,Block #29 - Row #167,,27630,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Apple Green,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4679,Field Planting - 80mm,Cherry | Coral Champagne | Colt | Field Tree |,Coral Champagne,Colt,Block #30 - Row #185,,27441,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Lime,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4730,Field Planting - 80mm,Cherry | Santina™ | Gisela® 12 | Field Tree |,Santina™,Gisela® 12,Block #29 - Row #171,,27615,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Turquoise,2800,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5117,Sorting - 80mm,Tea | Nipama cv. | | 80mm 15 |,Nipama cv.,,Greenhouse #02,,26261,80mm 15,,,Softwood Cutting,Nipama Nursery,Orange,2850,Tea,,,| | Softwood Cutting | Nipama Nursery,190,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO655,Pre-Ship Sorting - 100mm,Almond | Aldrich | Magnus™ | 100mm 8 | Pre-Ship,Aldrich,Magnus™,Shadehouse #03-E,,13918,100mm 8,,,,,Fuchsia,2872,Almond,,,2026,359,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO655,Pre-Ship Sorting - 100mm,Almond | Aldrich | Magnus™ | 100mm 8 | Pre-Ship,Aldrich,Magnus™,Shadehouse #04-W,,13918,100mm 8,,,,,Fuchsia,2872,Almond,,,2026,359,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO655,Pre-Ship Sorting - 100mm,Almond | Aldrich | Magnus™ | 100mm 8 | Pre-Ship,Aldrich,Magnus™,Shadehouse #04-E,,13918,100mm 8,,,,,Fuchsia,2872,Almond,,,2026,359,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3159,Initiation - 20mm,Pear Rootstock | | OHxF-87 | 20mm 144 |,,OHxF-87,- None -,,23662,20mm 144,,,TC,SG Micropropagation,,2880,Pear Rootstock,,,| | TC | SG Micropropagation,20,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO887,Sorting - 20mm,Olive | Koroneiki Olive | | 20mm 144 |,Koroneiki Olive,,Acclimation #40,,26033,20mm 144,,,Softwood Cutting,Block #23,Red,2880,Olive,,,| | Softwood Cutting | Block #23,20,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO413,Sorting - 35mm,Olive | Koroneiki Olive | | 35mm 72 |,Koroneiki Olive,,Acclimation #37,,28778,35mm 72,,,Softwood Cutting,Block #23,Red,2880,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3787,Initiation - 20mm,Pistachio Rootstock | | Platinum Pistachio Rootstock | 20mm 144 |,,Platinum Pistachio Rootstock,Acc Grow Room,,23688,20mm 144,,,TC,SG Micropropagation,,2880,Pistachio Rootstock,,,| | TC | SG Micropropagation,20,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO904,Potting Up - 40mm,Olive | Koroneiki Olive | | 40mm 50 |,Koroneiki Olive,,Acclimation #40,,26035,40mm 50,,,Softwood Cutting,Block #23,Red,2900,Olive,,,| | Softwood Cutting | Block #23,58,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO218,Sorting - 80mm,Walnut Rootstock | | Clonal VX211 | 80mm 15 |,,Clonal VX211,Greenhouse #02,,23241,80mm 15,,,TC,SG Micropropagation,,2940,Walnut Rootstock,,USPP# 21179,| | TC | SG Micropropagation,196,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2402,Initiation - 100mm,Apple | Fuji | Bud 118 | 100mm 8 |,Fuji,Bud 118,Shadehouse #04-W,,25700,100mm 8,Bench Graft,SGN Nursery,Liner,Treco,Blue,2945,Apple,,,Bench Graft | SGN Nursery | Liner | Treco,368.13,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO712,Sorting - 40mm,Cherry Rootstock | | Maxma® 14 | 40mm 34 |,,Maxma® 14,Greenhouse #02,,23577,40mm 34,,,TC,SG Micropropagation,,2950,Cherry Rootstock,,,| | TC | SG Micropropagation,86.76,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1108,Potting Up - 40mm,Olive | SG Arbequina | | 40mm 50 |,SG Arbequina,,Greenhouse #02,,26806,40mm 50,,,TC,SG Micropropagation,Yellow,2952,Olive,,,| | TC | SG Micropropagation,59.04,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5063,Pre-Ship Sorting - 80mm,Cherry | Rainier | Krymsk® 5 | 80mm 15 | Pre-ship,Rainier,Krymsk® 5,High Tunnels #05-D,,14967,80mm 15,,,,,Tan,2975,Cherry,,,2026,198.33,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO625,Grafting,Peach (Freestone) | Newhaven | Krymsk® 86 | |,Newhaven,Krymsk® 86,Cold Storage,,26253,- None -,Graftstick,Prune North,Hardwood Cutting,Prune South,Blue,3000,Peach (Freestone),,,Graftstick | Prune North | Hardwood Cutting | Prune South,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5550,Sorting - 40mm,Pear | Golden Russet Bosc® | OHxF-97 | 40mm 50 |,Golden Russet Bosc®,OHxF-97,FourBays #01,,32220,40mm 50,Dormant Budwood,Block #26,TC,SG Micropropagation,Gold,3000,Pear,,,Dormant Budwood | Block #26 | TC | SG Micropropagation,60,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5070,Field Planting - 80mm,Fruit and Nut Rootstock | | Myro 29-C | Field Tree |,,Myro 29-C,Block #30 - Row #197,,27342,Field Tree,,,Liner,Willamette Nursery,,3000,Fruit and Nut Rootstock,,,| | Liner | Willamette Nursery | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2087,Initiation - 40mm,Peach (Freestone) | Newhaven | Krymsk® 86 | 40mm 50 |,Newhaven,Krymsk® 86,FourBays #01,,26256,40mm 50,Graftstick,Prune North,Hardwood Cutting,Prune South,Blue,3000,Peach (Freestone),,,Graftstick | Prune North | Hardwood Cutting | Prune South,60,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO592,Propagation Material Processing - Bud,Cherry | Blackgold® | | |,Blackgold®,,Cold Storage,,34863,- None -,Dormant Budwood,Block #28,,,Blue,3000,Cherry,,,Dormant Budwood | Block #28 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5070,Field Planting - 80mm,Fruit and Nut Rootstock | | Myro 29-C | Field Tree |,,Myro 29-C,Block #30 - Row #196,,27342,Field Tree,,,Liner,Willamette Nursery,,3000,Fruit and Nut Rootstock,,,| | Liner | Willamette Nursery | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2868,Budding - 80mm,Cherry | Coral Champagne | Colt | 80mm 15 |,Coral Champagne,Colt,High Tunnel #05,,25181,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Lime,3000,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,200,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO606,Propagation Material Processing - Bud,Apricot | Chinese Mormon | | |,Chinese Mormon,,Cold Storage,,34815,- None -,Dormant Budwood,Block #23,,,White,3000,Apricot,,,Dormant Budwood | Block #23 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2422,Grafting,Apple | Idared | Geneva® 969 | 40mm 50 |,Idared,Geneva® 969,FourBays #01,,38373,40mm 50,Bench Graft,Wafler Farms,TC,SG Micropropagation,Coral,3000,Apple,,USPP# 24073,Bench Graft | Wafler Farms | TC | SG Micropropagation,60,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2899,Budding - 80mm,Cherry | Lapins | Maxma® 14 | 80mm 15 |,Lapins,Maxma® 14,High Tunnel #05,,32542,80mm 15,Dormant Budwood,Block #16,TC,SG Micropropagation,Tan,3000,Cherry,,,Dormant Budwood | Block #16 | TC | SG Micropropagation,200,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3726,Budding - 40mm,Almond | Yorizane | Viking | 40mm 50 |,Yorizane,Viking,FourBays #04,,27297,40mm 50,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Lilac,3000,Almond,,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,60,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4369,Sorting - 80mm,Cherry | Coral Champagne | Colt | 80mm 15 |,Coral Champagne,Colt,High Tunnels #05-A,,25181,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Lime,3000,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,200,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3869,Sorting - 40mm,Peach (Freestone) | Newhaven | Krymsk® 86 | 40mm 50 |,Newhaven,Krymsk® 86,Acclimation #12,,26256,40mm 50,Graftstick,Prune North,Hardwood Cutting,Prune South,Blue,3000,Peach (Freestone),,,Graftstick | Prune North | Hardwood Cutting | Prune South,60,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3762,Budding - 40mm,Pear | Golden Russet Bosc® | OHxF-97 | 40mm 50 |,Golden Russet Bosc®,OHxF-97,FourBays #01,,32220,40mm 50,Dormant Budwood,Block #26,TC,SG Micropropagation,Gold,3000,Pear,,,Dormant Budwood | Block #26 | TC | SG Micropropagation,60,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3068,Budding - 80mm,Cherry | Early Robin® | Gisela® 6 | 80mm 15 |,Early Robin®,Gisela® 6,High Tunnel #05,,25367,80mm 15,Dormant Budwood,,TC,SG Micropropagation,Mint,3000,Cherry,,,Dormant Budwood | | TC | SG Micropropagation,200,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2110,Initiation - 100mm,Apple Rootstock | | Bud 118 | 100mm 8 |,,Bud 118,High Tunnels #06-A,,23199,100mm 8,,,Liner,Treco,,3000,Apple Rootstock,,,| | Liner | Treco,375,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO716,Propagation Material Processing - Bud,Prune | J2N-128 | | |,J2N-128,,Cold Storage,,25959,- None -,Dormant Budwood,Block #17,,,Yellow,3000,Prune,,,Dormant Budwood | Block #17 | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4782,Budding - 100mm,Peach (Freestone) | Risingstar® FA 47 | Krymsk® 86 | 100mm 8 |,Risingstar® FA 47,Krymsk® 86,Shadehouse #04-W,,26663,100mm 8,Dormant Budwood,Prune North,Hardwood Cutting,Prune South,Dark Blue,3000,Peach (Freestone),,,Dormant Budwood | Prune North | Hardwood Cutting | Prune South,375,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
